month,year,state,Deaths, Cases,so2,no2,rspm/pm,precipitation,population density, Number of Rural Hospitals (Govt.),Number of Urban Hospitals (Govt.),Birth Rate,% with toilets,Humidity,Average temp
Mar,2016,Maharashtra,0.0,70.0,19.00629925314887,39.79214857133356,110.40591132247572,24.4,373.1701991734042,309.0,865.1541025205992,25.940681492997882,57.14884962133182,60.15041457400685,27.347446600463304
Apr,2016,Maharashtra,0.0,70.0,15.139860510594069,38.25409615115108,117.08614348359536,7.5,376.6764961996888,309.0,864.0058348308077,27.07723226979047,58.12917179676604,74.72539566280985,18.645119416573714
May,2016,Maharashtra,1.0,140.0,17.350699093270414,37.90479447621173,104.06784803524147,29.8,374.47932816134085,309.0,864.7639508583608,17.33091289747062,58.01010495243924,77.82760008227214,30.536370679217704
Jun,2016,Maharashtra,0.0,280.0,15.894104759391642,29.5424444594404,84.7308784918326,44.0,368.9158746105483,309.0,864.0634178462328,18.351637218307616,54.87036131308007,87.66156002549356,28.576498852719933
Jul,2016,Maharashtra,1.0,667.0,14.43586846930615,30.92250309278252,80.77477012502014,277.9,381.31987491280495,309.0,864.0113482447503,20.797129474513497,56.050178238887895,97.36375247240078,27.654208575978785
Aug,2016,Maharashtra,4.0,1720.0,15.081125020950964,29.734458044116682,76.95724389252138,240.3,373.5866688844076,309.0,865.0296922115988,23.20687049648599,57.084996835410415,92.59230503736134,26.856941966292464
Sep,2016,Maharashtra,11.0,3229.0,13.846653186144536,33.04650487686844,91.18469897007712,120.4,370.2335818869655,309.0,864.9053638529086,22.114502058605414,57.48905758199414,90.60722310109034,26.998444078101745
Oct,2016,Maharashtra,1.0,737.0,15.747197562234453,37.98313031186926,100.33197366353687,38.5,370.4660607699819,309.0,865.4909824970465,27.21998250538919,56.83236550760588,80.85203139979978,28.899777514495558
Nov,2016,Maharashtra,0.0,315.0,18.566746759474505,41.68677773404045,119.30666851404918,32.8,378.3640219518001,309.0,865.4803208792007,28.886474283040563,57.857017832971515,67.96389449889031,27.26618307376712
Dec,2016,Maharashtra,0.0,245.0,20.635781572912684,44.707669344080166,122.69842789744227,13.1,376.9784305165871,309.0,865.1871264487263,28.241095856869805,58.211646031009344,58.705041121872924,26.01155254509446
Jan,2016,Meghalaya,0.0,1.0,6.372429190599043,13.902502599894554,76.02520556283473,1.2,146.00079966974724,29.0,12.439788596637992,34.42115045605669,52.259749554765854,95.94887268114965,10.842251909143114
Feb,2016,Meghalaya,0.0,0.0,5.162000405648299,13.978513904824876,73.47570388436392,21.0,146.7965241107078,29.0,12.223908691025327,28.977039982660976,52.083155984745936,83.84060797753884,11.054751131517516
Mar,2016,Meghalaya,0.0,0.0,5.275444449033813,15.194830435657284,74.28269817666109,25.4,140.69755346130486,29.0,12.16259798240117,31.07643993018855,51.65902811451502,76.23401375042776,15.392300378862695
Apr,2016,Meghalaya,0.0,0.0,5.849242603867634,11.196047301737686,61.157714497373455,49.6,147.8505951649823,29.0,11.613640289298491,28.839521072993005,55.836534395771686,91.00668189881256,16.35759172487073
May,2016,Meghalaya,0.0,0.0,6.547710662031534,14.39486878976866,61.93730956894952,192.5,132.31598782959065,29.0,11.676427347114492,30.476094752405512,54.766651902954465,92.10858547390863,19.108501378435342
Jun,2016,Meghalaya,0.0,1.0,5.055820562378788,11.659573952100219,50.923873550529436,268.3,145.96417225100836,29.0,12.528594576563753,27.474670844872396,51.000983250635564,107.31394824459763,20.83698743083056
Jul,2016,Meghalaya,0.0,4.0,8.065413926903492,15.881974394811696,52.70926484975523,295.7,132.60408345501486,29.0,12.788620161602402,31.191803868576706,50.945897017739036,109.35133273359894,20.1386348215057
Aug,2016,Meghalaya,0.0,11.0,7.2934749010023605,14.164270882474302,43.253578739170386,372.3,142.94671291871504,29.0,11.994607066008687,34.382476731616116,50.99367117361401,99.53622772575291,20.852700545697857
Sep,2016,Meghalaya,0.0,21.0,2.777171831244971,9.880090562631693,20.17083173020938,300.9,134.3368892776347,29.0,12.497416842375703,25.198743760634475,55.83941917080789,106.76317518358641,20.78356966702928
Oct,2016,Meghalaya,0.0,4.0,6.425481937071619,11.861356959087098,30.780187731014596,69.6,134.51103442713503,29.0,12.80857539159457,36.86152471560961,50.926353244091175,92.86279005980849,16.05073378181553
Nov,2016,Meghalaya,0.0,2.0,5.618989311357213,8.197902420065038,19.37134052168625,3.3,136.65423222146615,29.0,11.452509971728878,30.659502652042992,55.84805287252431,93.25350690977388,12.332188467440616
Dec,2016,Meghalaya,0.0,1.0,4.845136329242987,10.54298932627431,18.79498063879273,0.1,133.0408771174059,29.0,11.934152409690963,31.040098277525587,54.74069729376664,91.22302277154333,9.24050882012306
Jan,2016,Manipur,0.0,5.0,5.714403109515907,13.890230870768079,73.19614476555373,1.2,135.8938948932854,217.0,8.947289274716603,20.267662296944092,61.37191462221998,90.88468203457919,13.79210338773205
Feb,2016,Manipur,0.0,3.0,6.021840215043585,15.147167932685376,69.71916596004098,21.0,142.20373956590137,217.0,9.029047991625575,17.66177953827739,58.0582418440614,75.17973090352,14.197415788552016
Mar,2016,Manipur,0.0,1.0,5.0471228200319675,10.985379449988951,73.2066989757558,25.4,130.15027133496966,217.0,8.638381652237873,19.41870868676839,59.9543225599515,65.11466750626373,19.987198402261505
Apr,2016,Manipur,0.0,1.0,6.348474073929628,13.348939585189964,59.124602108027254,49.6,138.67292530329502,217.0,9.300490136545623,18.716539576126998,59.57534941455371,75.12320935874372,22.876506145115446
May,2016,Manipur,0.0,3.0,5.648173461218926,13.147835746368322,65.72905902406569,192.5,132.9658649816097,217.0,8.776274806420282,25.5677461290114,59.49400452308162,73.20299065418682,24.718650809894047
Jun,2016,Manipur,0.0,6.0,6.37834191257522,15.571971510930467,50.5936416836411,268.3,131.22713484329373,217.0,9.544324507152798,27.073108375218695,60.33278186478585,90.671729650607,24.729887840463164
Jul,2016,Manipur,0.0,16.0,7.9379675620538475,12.279216126174074,52.05349573551872,295.7,129.1724935169603,217.0,9.799634437350589,16.24113842884495,61.68698739341608,93.10669504873881,23.78093446519364
Aug,2016,Manipur,0.0,42.0,7.083883128680557,11.006298690587636,39.71342729920622,372.3,129.80615289101857,217.0,9.66869794106307,21.15913601431364,58.97716077924938,103.56397745671265,23.93642220303558
Sep,2016,Manipur,0.0,79.0,3.5248355837112877,8.867018573867139,24.972446629019718,300.9,128.42989607899239,217.0,9.049597575567509,16.319823970913042,62.60477503922085,98.10950406015108,23.319583762217576
Oct,2016,Manipur,0.0,18.0,4.808556756802011,10.458106054505153,26.91050301703156,69.6,132.4271059791979,217.0,9.244555864609008,23.336614010627105,58.73706619799639,98.04755395555028,21.476979670398496
Nov,2016,Manipur,0.0,7.0,6.427383581481319,10.707346679359325,23.596121203106733,3.3,141.68164134125087,217.0,9.985361843065471,23.63515804506725,60.04291135465772,93.33100161009328,17.719635566021978
Dec,2016,Manipur,0.0,6.0,4.986751143079779,8.29588697297101,18.963837125134628,0.1,129.30987557546305,217.0,9.448815321395971,25.84889063869023,62.43838442821006,83.35075455428023,13.931291064245416
Jan,2016,Mizoram,0.0,3.0,2.6965149060300027,9.792932745079813,40.98104082347663,1.2,55.01429148146524,12.0,11.202309560597111,27.54512382865065,44.75489860106202,79.46352242643505,14.60442260563304
Feb,2016,Mizoram,0.0,2.0,3.6701020529312096,8.708586095348284,42.494355023110586,21.0,55.95990041835615,12.0,11.917191530732751,19.12529948174906,41.13411791295237,70.59280467681164,15.781909345933125
Mar,2016,Mizoram,0.0,1.0,2.54027061960133,9.705029967817943,46.37163890968311,25.4,61.85053264389328,12.0,11.230057825775724,25.637641409051756,44.15275851527582,59.798991647506284,20.647654558389895
Apr,2016,Mizoram,0.0,1.0,3.824901480318206,11.184118141958088,50.437708105027866,49.6,63.02442530168202,12.0,10.589839010350298,26.46128066491716,41.2730019003453,70.18089315000579,23.10710825342922
May,2016,Mizoram,0.0,2.0,3.3137753666674286,8.87734516114881,38.134847422624105,192.5,63.26741164015779,12.0,11.3552398451486,28.60385597573563,41.68724691504047,80.62917738451706,25.84654755310739
Jun,2016,Mizoram,0.0,4.0,3.163249311767565,8.767127735137812,32.36255807916005,268.3,58.20068288328259,12.0,11.845902390517146,25.779597694605663,44.050644889802186,90.85395194519822,25.02883190316963
Jul,2016,Mizoram,0.0,11.0,2.3535968443232793,10.958911390392107,29.453257652087615,295.7,56.72989900199876,12.0,10.461611273038255,21.11008701458082,43.51106338744902,95.1490420748117,23.967926307606078
Aug,2016,Mizoram,0.0,29.0,3.3430327212471216,10.652400122759529,29.3523863373571,372.3,67.09143255552267,12.0,10.021039846807192,24.120527009119463,40.98813165431712,105.06583918625499,24.5696993090906
Sep,2016,Mizoram,0.0,56.0,2.6480280087378882,8.259946898786193,36.32129448630093,300.9,56.12560554470109,12.0,10.997362426722452,27.111640405640234,42.927396651471206,90.99355419182457,24.710856432237737
Oct,2016,Mizoram,0.0,12.0,3.432143395237368,10.546016542526726,38.14860691815129,69.6,65.29325151144516,12.0,10.723565273856444,17.0886180991148,44.33867634561325,95.9154390680674,21.61097271602852
Nov,2016,Mizoram,0.0,5.0,2.845155171689088,8.20488305317978,51.51506443496873,3.3,65.2891000366096,12.0,10.49006094739529,25.1912771044855,41.60745477182571,90.74977177216233,17.254607467197523
Dec,2016,Mizoram,0.0,4.0,3.535416290384174,11.571010080555059,76.30859909976074,0.1,52.2326125408832,12.0,10.317095904273158,18.384001027434262,41.33305652730842,89.28004711368988,14.723799404586721
Jan,2016,Nagaland,0.0,9.0,2.360265507898928,6.990130760937001,154.9577874690814,1.2,127.14629105184159,21.0,32.591515035115265,24.888433244534237,53.70482017301218,82.96850291252814,10.078790112214215
Feb,2016,Nagaland,0.0,6.0,2.560181879481272,8.459465071164296,163.76895673390746,21.0,135.21761603685854,21.0,32.46533154473116,19.198100894805975,54.47398535979008,80.52419515850416,11.692633430126945
Mar,2016,Nagaland,0.0,3.0,2.8258925896689426,6.7646390276202935,154.386528643501,25.4,131.34256016576296,21.0,32.991409587296396,28.56915908412297,55.94097908709628,67.55421977308232,15.377987590873467
Apr,2016,Nagaland,0.0,3.0,2.6298064248856163,6.01552171249511,109.7914694785572,49.6,126.27895084261667,21.0,33.14638371534218,20.634097278496174,54.66680837193981,91.175046536718,17.40361299073759
May,2016,Nagaland,0.0,6.0,3.8476252390295564,8.455448518333942,87.86334668477345,192.5,127.11130186489363,21.0,32.948202011975546,24.53224035326102,52.2487374141542,90.79433503138874,19.785119422179672
Jun,2016,Nagaland,0.0,12.0,3.7676339850481977,8.600588610644946,64.13509530375725,268.3,131.7343567900112,21.0,33.926130618825056,17.26553517196981,54.80506490725228,93.88453729138067,21.272495922559486
Jul,2016,Nagaland,0.0,30.0,3.5310468132824813,11.250516956695133,62.544499609067685,295.7,127.78808964548205,21.0,32.133464406706246,26.33899128616165,52.71848225888826,100.26775682754035,20.960413770238397
Aug,2016,Nagaland,0.0,78.0,3.298571394149989,11.062142219731886,67.05970794395122,372.3,122.09109578323579,21.0,33.651386511820235,22.499752394913962,54.99883413309846,99.01230674490014,20.277410503911106
Sep,2016,Nagaland,0.0,147.0,2.1526286363387737,7.379211906105696,72.98134604928146,300.9,129.21094376280038,21.0,33.9884965773467,23.288694008700837,54.729520660401,99.39613068502855,20.682697182942498
Oct,2016,Nagaland,0.0,33.0,2.0214318386906447,15.699103017268666,102.6376229418116,69.6,119.5401524197526,21.0,33.37271407476235,15.846210786032676,53.31924109111405,96.26576562981839,17.475265895504926
Nov,2016,Nagaland,0.0,14.0,3.9614059030193434,10.935880722349712,148.9937207505536,3.3,120.85218411474831,21.0,32.19924226460895,18.291371947712328,53.71420971313756,89.81085149774998,13.856638017044478
Dec,2016,Nagaland,0.0,11.0,3.032431653754248,13.064475557993081,176.26940854998068,0.1,122.26028202517288,21.0,32.119366682064566,16.874818946827904,55.68412233337917,89.87214902589439,10.490291898824726
Jan,2016,Odisha,0.0,111.0,6.4506173426903795,20.571326309994074,110.30626138444123,9.9,283.1784788275244,1659.0,92.34904902025168,26.801880815372975,94.39056722200749,66.66067226324714,21.082624300775326
Feb,2016,Odisha,0.0,74.0,6.634961099618332,20.13548336231297,107.07688746366391,47.5,282.43228493461777,1659.0,92.24943643589248,31.999936653677103,92.04505932178533,72.25783878912176,24.809033603260968
Mar,2016,Odisha,0.0,37.0,6.8101497270310265,22.37408734133478,96.20164414900415,22.9,273.24688332214106,1659.0,92.85560781348792,28.231936459941164,90.68632842185717,73.52132634624277,27.820753268811547
Apr,2016,Odisha,0.0,37.0,5.956259788960323,18.141540914273858,80.39121950729172,1.9,281.97325319392166,1659.0,91.17321524755775,29.798377771860856,90.84597575621959,77.04955982165094,30.289098112038868
May,2016,Odisha,0.0,74.0,4.4996323749697,21.395074568039384,84.72131938730841,98.2,284.4721743023073,1659.0,92.30628494037416,21.86444951086033,95.4061963974279,78.02558683948001,32.18931433322551
Jun,2016,Odisha,0.0,149.0,5.951902362258352,17.321998288127524,72.76592499720878,139.7,286.060907058593,1659.0,92.76984375881237,26.04670037892784,93.84464583468298,80.28085689665082,31.659671579462557
Jul,2016,Odisha,0.0,354.0,5.660864267218986,21.753419664970874,73.36279905134457,321.3,271.76829033175073,1659.0,92.63070027585988,24.69312359363953,94.2427447947663,75.9974070412497,30.611329755265768
Aug,2016,Odisha,0.0,913.0,4.201120436673656,17.244519825980426,72.21934365528045,290.9,280.29209032540723,1659.0,91.13911087744086,26.568068246242117,93.73948790508496,74.78297245097127,30.876994884107955
Sep,2016,Odisha,1.0,1715.0,6.727833760261068,16.907616984770065,78.44277036327765,178.2,276.4980077531198,1659.0,92.1046661478571,29.925873013452232,91.9895192409046,67.62874039313235,29.452244302690822
Oct,2016,Odisha,1.0,391.0,5.734522061907606,19.17019734014135,87.49295197953232,44.9,280.5308253017625,1659.0,91.6539513048132,29.266354594142285,93.01254620970319,72.035635004254,27.557846217274616
Nov,2016,Odisha,0.0,167.0,6.315977412457041,21.203304563131784,121.07587161165729,0.0,285.15179576462515,1659.0,91.67903352139305,27.00776029097243,91.85982686306224,77.30561837201057,24.75521205424184
Dec,2016,Odisha,0.0,130.0,7.264531958360359,18.828060251144617,112.33239356742058,1.2,283.61370843005494,1659.0,92.97688179668882,31.501892954468804,90.99160282584113,74.83327656432846,22.664132310328938
Jan,2016,Punjab,0.0,414.0,9.978906952899578,23.508530157533457,135.5910575551856,21.8,556.7395988013665,98.0,146.1968963980918,16.267098969048963,27.029299092002397,55.1134663148587,10.340688123651884
Feb,2016,Punjab,0.0,276.0,8.901571464904078,25.408855149043045,126.70510311343901,20.1,564.4568755515785,98.0,146.32547741904486,19.5362519085162,30.255134891665822,54.479477409634,15.301532862468404
Mar,2016,Punjab,0.0,138.0,8.891247586171845,24.36486374996645,116.63362745281637,30.3,567.9212728239316,98.0,146.4048481280803,25.11124640448306,26.616276314902244,62.41341881879032,18.61201201248888
Apr,2016,Punjab,0.0,138.0,9.400503348495327,23.26002573207516,121.24997523648808,24.5,552.4583777111256,98.0,146.3999561181979,19.816467314364917,30.19254115974511,48.758250371361726,27.441432796253505
May,2016,Punjab,0.0,276.0,9.847175739683436,26.493930069326364,133.90574011058476,20.8,562.1357117698062,98.0,145.50501967652662,19.690509645092465,27.775181244035828,27.07482822031121,34.158335199280295
Jun,2016,Punjab,0.0,552.0,10.906347285809334,23.884903720681393,122.14330585629095,20.6,554.9269898038292,98.0,146.55791440373687,18.63303901580669,28.51579280616025,18.836898643951226,35.402788425784905
Jul,2016,Punjab,0.0,1311.0,8.007347679544228,25.689769631487163,102.11508433550871,76.3,562.9449993539033,98.0,145.3818770338975,22.386268734400662,28.33557841364825,28.429194572957364,33.77706868866346
Aug,2016,Punjab,2.0,3383.0,9.512612693835369,23.026934869343844,103.22883872967763,41.9,564.8793666661167,98.0,146.283795889383,16.511562776586512,28.717934541203817,49.181690610518366,31.152382200811804
Sep,2016,Punjab,2.0,6352.0,10.14401417027345,22.96034871416089,111.04688606580821,105.8,554.2125287337739,98.0,146.38999447376892,17.656440625488752,31.21530792629665,64.19994407863486,29.776995485993975
Oct,2016,Punjab,9.0,1450.0,8.630246390217323,27.111024871191997,133.96723240655191,6.0,564.3779966336225,98.0,146.09318315157935,24.88093320960597,27.131423499592337,47.21596358513495,26.325023946106253
Nov,2016,Punjab,0.0,621.0,9.978916803743997,23.956100978900224,143.41750561093085,0.7,555.764366402128,98.0,146.48019693525006,24.562811851679598,31.055869443908232,42.892199230476194,20.599011521734013
Dec,2016,Punjab,0.0,483.0,8.84851039929345,23.632070096837072,136.6741523752408,14.1,557.3322521025916,98.0,145.13252337802274,27.275561543453406,27.80784320832463,42.74897085046696,14.04020092872933
Jan,2016,Rajasthan,0.0,226.0,8.980272676401878,37.66770865511474,198.329777454795,29.1,208.69423215417515,2041.0,471.44594943653647,27.936029617495276,80.77667322997962,60.81298023877432,13.717856807810142
Feb,2016,Rajasthan,0.0,151.0,8.3016578976095,36.38827428669585,186.35835506421856,12.2,215.1423281966069,2041.0,472.32888536400725,36.33992525155394,79.00439431015207,37.246826050033796,19.505626747867648
Mar,2016,Rajasthan,0.0,75.0,8.388730047727941,33.50144871771066,163.13079678679847,11.2,204.3009668484816,2041.0,471.07416195745793,35.058003512978544,78.98613567983391,43.25566522709508,24.728005038663262
Apr,2016,Rajasthan,0.0,75.0,7.146559731860457,32.74488652394066,197.79418265627595,15.7,209.0726062799902,2041.0,472.4097607459694,37.05601372875326,81.3871068025504,34.34944746366888,31.12429323840933
May,2016,Rajasthan,0.0,151.0,9.104281920990541,30.23264484444864,201.26800536345726,31.4,212.80494687257857,2041.0,471.59784406493566,26.031118274045134,78.37119953918163,18.997323797639893,35.488109373831854
Jun,2016,Rajasthan,0.0,302.0,8.661015598443882,26.912127295442648,130.13179313835758,37.4,204.6064441219473,2041.0,472.30074167669017,37.4302931936626,79.98481813305308,32.01417151785403,35.06772627319596
Jul,2016,Rajasthan,0.0,717.0,6.5774338132525205,30.165073581244148,98.54390444669133,291.2,202.8743558032621,2041.0,471.9153325448415,37.14286186498826,81.25581028493393,59.83849557275101,31.023823045829207
Aug,2016,Rajasthan,0.0,1851.0,7.569749524035123,27.067028086127234,88.60931746931523,330.6,202.78385323438366,2041.0,471.5845997495636,32.04399527660327,80.43323923492237,69.36854761500624,30.092156552716535
Sep,2016,Rajasthan,5.0,3476.0,6.725366136276103,30.375570626198268,122.52142898990344,221.6,202.64903261372044,2041.0,471.75708757240204,28.042035498783555,80.50224787897652,42.14189557278255,29.76367709292902
Oct,2016,Rajasthan,2.0,793.0,6.717563677587822,33.935083245921014,162.57462708198403,3.7,202.23131162100285,2041.0,471.2699144968602,31.034830746055647,78.37371654781242,34.213470968660836,28.404913156036233
Nov,2016,Rajasthan,0.0,340.0,7.5538345293652025,37.39265901052841,204.33069326975422,0.2,201.03348617108296,2041.0,472.85877261188386,28.520852644490787,81.31700337506604,37.78838691419269,23.046717804544492
Dec,2016,Rajasthan,0.0,264.0,9.077450672008279,39.957889575678294,199.6665978098665,1.1,201.44138642190745,2041.0,471.1592560619616,33.08281279372221,78.32134307028835,42.24343487056897,16.457670895140254
Jan,2016,Sikkim,0.0,8.0,11.634840991896965,72.75306141481363,74.42025160819301,1.2,98.38572956484572,30.0,4.67068627871423,22.99656872598618,16.580763301406332,42.86779878652182,6.8138206369800995
Feb,2016,Sikkim,0.0,5.0,11.049684114780064,72.36747799848644,75.84033158121655,21.0,87.19580066288711,30.0,3.74318818150567,30.26159958073262,20.480444453752263,54.49623907861647,9.362236595549907
Mar,2016,Sikkim,0.0,2.0,10.513482889198801,72.9505021177439,73.03708533029696,25.4,101.16472476873251,30.0,3.2951635653230937,29.1662756930058,20.437039585435613,54.19821944493575,11.294555721238513
Apr,2016,Sikkim,0.0,2.0,12.126027925337466,60.73250931136987,61.764402770366985,49.6,94.32801490771519,30.0,4.819518211136663,27.632838901541618,16.126975501702486,64.01347497088116,14.030236654095283
May,2016,Sikkim,0.0,5.0,12.602636162104405,60.77357799671724,63.43312492031633,192.5,101.9324490031402,30.0,4.532158167712531,28.09963066361967,16.05512991001134,65.10798850340527,17.5143831804348
Jun,2016,Sikkim,0.0,11.0,12.316189763574549,49.47358182250536,54.16339839460735,268.3,90.12967162357774,30.0,3.0716993515119726,26.233477823691562,17.19112245926654,76.60017467191973,18.1593608007868
Jul,2016,Sikkim,0.0,26.0,12.89454220984646,52.849055852182,56.74335853209094,295.7,99.5365772219902,30.0,3.683837817386337,26.529232930942293,19.084397538530794,74.41375811717019,19.464050615586782
Aug,2016,Sikkim,0.0,68.0,11.741623390626781,38.00044507236184,41.43253979028057,372.3,101.67828980327631,30.0,3.8593491533196795,26.43738815510809,19.73380708826141,80.81883740005792,19.453019148517843
Sep,2016,Sikkim,0.0,128.0,6.736852779015327,18.76337377744436,25.265631497208943,300.9,95.75765789113548,30.0,4.4204632253508604,27.784927985418513,15.937963091549467,83.85255884525361,17.987604761551015
Oct,2016,Sikkim,0.0,29.0,9.238246472081357,25.284941897161985,28.284006302069333,69.6,86.84645623724953,30.0,3.6606022372569216,24.511357776609746,19.147324619320546,67.52025934671121,15.983661901318227
Nov,2016,Sikkim,0.0,12.0,9.077448580844528,23.162144237832074,25.280260548323827,3.3,102.24089941857719,30.0,4.578269157845341,22.919432562144188,17.362251181635145,64.45377363177543,12.940730928533474
Dec,2016,Sikkim,0.0,9.0,8.57979051554453,17.076240254902203,10.333736269905078,0.1,93.62742677504093,30.0,3.800502456677019,29.08045256789712,19.51094445325005,56.366481083388116,7.217206577847827
Jan,2016,Tamil Nadu,5.0,626.0,11.48056470284449,23.517367443623403,59.646523170916176,7.4,561.4978562440921,1614.0,382.89450969135146,18.59475635060924,59.22001772409051,77.99449137905819,24.83629772302663
Feb,2016,Tamil Nadu,0.0,417.0,11.105834830668305,22.891260636985912,65.35753476229182,6.1,562.4074807890685,1614.0,382.88955970863225,24.346510831366345,59.45895841441601,74.17285809998927,24.363903717388546
Mar,2016,Tamil Nadu,0.0,208.0,11.918159180139773,22.18262393595578,63.82417633222842,8.1,565.6463877507235,1614.0,381.6302533275569,22.4628527814548,59.741492616915835,81.24699739811005,27.722081020761642
Apr,2016,Tamil Nadu,0.0,208.0,12.27830662665705,23.235444334793662,60.411464823441115,8.3,556.9188156203165,1614.0,381.12799904437315,19.275299135356118,59.108082359159525,80.4813499765212,29.958251431670192
May,2016,Tamil Nadu,0.0,417.0,11.333639230969444,27.387687506125786,62.55670117486067,139.1,561.9269480822844,1614.0,382.56655256154494,16.456099421705073,56.39568021693558,73.77009636234581,31.797739735462574
Jun,2016,Tamil Nadu,0.0,835.0,12.982895689350377,22.690014953298796,72.28616018417904,47.8,567.0583377873608,1614.0,382.14914927201784,25.95832995739186,60.2495600539388,66.88367381281202,30.594624193331445
Jul,2016,Tamil Nadu,0.0,1984.0,11.825059864322307,25.211344893513164,72.07464914623766,50.6,564.6242470879905,1614.0,382.2171131691396,27.5667324378719,58.68082025478385,79.60081057177467,30.56321421522326
Aug,2016,Tamil Nadu,0.0,5118.0,11.237939034840384,25.195969481019755,68.80223896438798,117.7,557.1299001154588,1614.0,382.73344690599083,17.609220723994493,59.35032398713451,74.68121344432006,29.721925820367737
Sep,2016,Tamil Nadu,0.0,9610.0,7.315125434836933,17.06077657071168,37.093840839747884,98.9,564.8676756620747,1614.0,382.1770511261456,27.096369884043025,56.695313097135994,71.69358045135891,29.803408814667133
Oct,2016,Tamil Nadu,1.0,2193.0,10.911340898288692,25.06590528627374,63.32739980912103,252.2,566.9306977067789,1614.0,381.3004305657954,24.391976689363595,56.10773119931056,93.13906177966716,28.736778802275598
Nov,2016,Tamil Nadu,0.0,940.0,9.640422688131512,24.399477385498358,57.43035914667219,110.8,570.9102764186702,1614.0,381.85498817450747,26.90136504136914,60.00975253109766,93.01421397015335,26.908663692700173
Dec,2016,Tamil Nadu,0.0,731.0,10.80652045784451,21.5668995867905,65.03634587889239,66.0,566.6746912158807,1614.0,382.52812648373043,22.73238264775942,58.61167690467375,68.76075801127097,25.53547511748228
Jan,2016,Telangana,0.0,144.0,5.223766421063139,20.84578849885976,96.42330308638603,0.1,311.18599106604,308.0,153.750442486303,24.789406781686974,76.74686131538294,51.10362997880672,20.69614327275936
Feb,2016,Telangana,0.0,96.0,6.946352631920583,18.846186450778223,92.40309381087212,1.9,310.42731221079526,308.0,152.2914751555693,19.015703045503997,76.68418383786789,44.92195709021563,23.58809542517456
Mar,2016,Telangana,0.0,48.0,6.648749878763946,23.88713969999365,91.87718365178466,47.7,310.22063292410286,308.0,153.8349583182264,20.249102805028514,74.0723886093483,50.00893795685039,27.69311565604053
Apr,2016,Telangana,0.0,48.0,4.966859271279447,23.962611490093003,78.2742958491014,10.0,312.39029283947184,308.0,152.72788333453133,29.588000998884127,73.78620564139423,43.23672179853452,30.184932541977986
May,2016,Telangana,0.0,96.0,5.505204426668074,19.716928258434518,87.9419111479666,70.5,311.76798584753607,308.0,152.23532834480142,24.20075721835107,76.26116011991486,33.25397616055413,34.72015785843142
Jun,2016,Telangana,0.0,192.0,7.055464302953612,21.65341006727657,62.977597800667,55.4,313.1762103932585,308.0,153.60470494169132,29.302900645814436,74.79494582114613,72.73716906516778,28.89305126844206
Jul,2016,Telangana,0.0,457.0,7.751392144488906,21.42236409456939,71.71817210825063,142.9,311.3275086294437,308.0,153.2612581806785,26.323895139811082,78.38161862916706,61.82696268479331,27.837711800045884
Aug,2016,Telangana,0.0,1179.0,5.974673014027247,25.797314603188674,63.96438075898635,173.4,311.3401765076053,308.0,152.72454734694674,30.686329731224227,74.92915362930182,71.71092048789,25.800208814080587
Sep,2016,Telangana,0.0,2215.0,7.213914744073108,26.116743796391788,77.36035311869533,126.8,317.39344995405696,308.0,153.91498233779623,23.771112211061848,76.59247352090739,83.56306183464807,25.607481329199043
Oct,2016,Telangana,2.0,505.0,7.313191023871577,26.523777518013834,90.95131339671656,43.3,312.3581170865192,308.0,152.40538886275974,24.072372859724148,77.5606693892375,64.4142370250096,25.80546427273585
Nov,2016,Telangana,0.0,216.0,5.594639273782675,25.467484616275506,98.90042285116049,12.0,314.86808682475123,308.0,152.76528919521817,22.564535045166693,75.50788762545044,64.74527257442605,23.901274328386833
Dec,2016,Telangana,0.0,168.0,5.630831977289982,27.217815649210806,93.50946056711739,1.5,316.47399719398317,308.0,153.14217895995108,18.756345651874906,76.57779560249936,57.079242859737064,22.51266315702376
Jan,2016,Tripura,0.0,3.0,37.58665412587418,8.323119006003678,161.03642292804943,1.2,364.3204722610769,18.0,21.599356262676885,15.983109694337813,50.460850007231194,65.17717899690304,13.24562245095013
Feb,2016,Tripura,0.0,2.0,36.403967869503866,6.089567467197789,161.97604058058548,21.0,350.618110677232,18.0,22.87461195479462,19.25846163995534,50.16532053115981,55.692849573572936,14.903841877695195
Mar,2016,Tripura,0.0,1.0,36.12784414585757,9.842291983318223,153.07412121319774,25.4,350.8262381517675,18.0,22.10621824577254,17.06374552616656,49.141233156000496,60.35232486188334,19.9197458947348
Apr,2016,Tripura,0.0,1.0,37.51021367179082,5.747780945703183,103.58381101401763,49.6,353.4049844375286,18.0,21.82584079214803,14.596769580899718,51.94191863783478,78.66185810914274,22.070000126009624
May,2016,Tripura,0.0,2.0,37.54698850315455,5.401442894489822,88.9828767689305,192.5,353.1488272588431,18.0,22.9421734144601,16.346197668254675,50.87944176289491,75.50734417264522,24.997805657735405
Jun,2016,Tripura,0.0,4.0,37.037338226723044,8.94015552726973,61.67735154153253,268.3,350.6481323035515,18.0,21.843107796255822,18.62037850059938,52.360442491702614,85.42326844283032,24.903629639755057
Jul,2016,Tripura,0.0,10.0,37.13106017907545,11.450260597283727,62.56651604329691,295.7,361.7220823770082,18.0,21.502824597928342,19.917429359795296,51.7492775065244,97.17462136302461,23.802536393679848
